source_id,target_id,relationship_type
CVE-2025-49282,CWE-98,IS_INSTANCE_OF
CVE-2025-49283,CWE-352,IS_INSTANCE_OF
CVE-2025-49284,CWE-352,IS_INSTANCE_OF
CVE-2025-49285,CWE-352,IS_INSTANCE_OF
CVE-2025-49286,CWE-352,IS_INSTANCE_OF
CVE-2025-49287,CWE-862,IS_INSTANCE_OF
CVE-2025-49288,CWE-862,IS_INSTANCE_OF
CVE-2025-49289,CWE-862,IS_INSTANCE_OF
CVE-2025-4929,CWE-89,IS_INSTANCE_OF
CVE-2025-4929,CWE-89,IS_INSTANCE_OF
CVE-2025-4929,CWE-74,IS_INSTANCE_OF
CVE-2025-49291,CWE-352,IS_INSTANCE_OF
CVE-2025-49292,CWE-1284,IS_INSTANCE_OF
CVE-2025-49293,CWE-862,IS_INSTANCE_OF
CVE-2025-49294,CWE-201,IS_INSTANCE_OF
CVE-2025-49295,CWE-35,IS_INSTANCE_OF
CVE-2025-49296,CWE-35,IS_INSTANCE_OF
CVE-2025-49297,CWE-35,IS_INSTANCE_OF
CVE-2025-49298,CWE-79,IS_INSTANCE_OF
CVE-2025-49299,CWE-79,IS_INSTANCE_OF
CVE-2025-4930,CWE-89,IS_INSTANCE_OF
CVE-2025-4930,CWE-89,IS_INSTANCE_OF
CVE-2025-4930,CWE-74,IS_INSTANCE_OF
CVE-2025-49301,CWE-79,IS_INSTANCE_OF
CVE-2025-49304,CWE-79,IS_INSTANCE_OF
CVE-2025-49305,CWE-79,IS_INSTANCE_OF
CVE-2025-49306,CWE-79,IS_INSTANCE_OF
CVE-2025-49307,CWE-98,IS_INSTANCE_OF
CVE-2025-49308,CWE-98,IS_INSTANCE_OF
CVE-2025-49309,CWE-79,IS_INSTANCE_OF
CVE-2025-4931,CWE-89,IS_INSTANCE_OF
CVE-2025-49310,CWE-79,IS_INSTANCE_OF
CVE-2025-49311,CWE-79,IS_INSTANCE_OF
CVE-2025-49312,CWE-79,IS_INSTANCE_OF
CVE-2025-49313,CWE-98,IS_INSTANCE_OF
CVE-2025-49314,CWE-79,IS_INSTANCE_OF
CVE-2025-49315,CWE-89,IS_INSTANCE_OF
CVE-2025-49316,CWE-79,IS_INSTANCE_OF
CVE-2025-49317,CWE-352,IS_INSTANCE_OF
CVE-2025-49318,CWE-79,IS_INSTANCE_OF
CVE-2025-4932,CWE-89,IS_INSTANCE_OF
CVE-2025-4932,CWE-74,IS_INSTANCE_OF
CVE-2025-49320,CWE-862,IS_INSTANCE_OF
CVE-2025-49322,CWE-79,IS_INSTANCE_OF
CVE-2025-49323,CWE-89,IS_INSTANCE_OF
CVE-2025-49324,CWE-862,IS_INSTANCE_OF
CVE-2025-49325,CWE-601,IS_INSTANCE_OF
CVE-2025-49326,CWE-89,IS_INSTANCE_OF
CVE-2025-49327,CWE-89,IS_INSTANCE_OF
CVE-2025-49328,CWE-89,IS_INSTANCE_OF
CVE-2025-49329,CWE-434,IS_INSTANCE_OF
CVE-2025-4933,CWE-89,IS_INSTANCE_OF
CVE-2025-4933,CWE-89,IS_INSTANCE_OF
CVE-2025-4933,CWE-74,IS_INSTANCE_OF
CVE-2025-49330,CWE-502,IS_INSTANCE_OF
CVE-2025-49331,CWE-502,IS_INSTANCE_OF
CVE-2025-49332,CWE-352,IS_INSTANCE_OF
CVE-2025-49333,CWE-79,IS_INSTANCE_OF
CVE-2025-4934,CWE-89,IS_INSTANCE_OF
CVE-2025-4934,CWE-89,IS_INSTANCE_OF
CVE-2025-4934,CWE-74,IS_INSTANCE_OF
CVE-2025-4935,CWE-89,IS_INSTANCE_OF
CVE-2025-4935,CWE-89,IS_INSTANCE_OF
CVE-2025-4935,CWE-74,IS_INSTANCE_OF
CVE-2025-4936,CWE-89,IS_INSTANCE_OF
CVE-2025-4936,CWE-89,IS_INSTANCE_OF
CVE-2025-4936,CWE-74,IS_INSTANCE_OF
CVE-2025-4937,CWE-89,IS_INSTANCE_OF
CVE-2025-4937,CWE-89,IS_INSTANCE_OF
CVE-2025-4937,CWE-74,IS_INSTANCE_OF
CVE-2025-4938,CWE-89,IS_INSTANCE_OF
CVE-2025-4938,CWE-89,IS_INSTANCE_OF
CVE-2025-4938,CWE-74,IS_INSTANCE_OF
CVE-2025-4939,CWE-79,IS_INSTANCE_OF
CVE-2025-4940,CWE-89,IS_INSTANCE_OF
CVE-2025-4940,CWE-74,IS_INSTANCE_OF
CVE-2025-4941,CWE-89,IS_INSTANCE_OF
CVE-2025-4941,CWE-89,IS_INSTANCE_OF
CVE-2025-4941,CWE-74,IS_INSTANCE_OF
CVE-2025-49415,CWE-22,IS_INSTANCE_OF
CVE-2025-49419,CWE-497,IS_INSTANCE_OF
CVE-2025-49421,CWE-89,IS_INSTANCE_OF
CVE-2025-49425,CWE-352,IS_INSTANCE_OF
CVE-2025-49427,CWE-79,IS_INSTANCE_OF
CVE-2025-49429,CWE-79,IS_INSTANCE_OF
CVE-2025-4943,CWE-79,IS_INSTANCE_OF
CVE-2025-49435,CWE-352,IS_INSTANCE_OF
CVE-2025-49439,CWE-352,IS_INSTANCE_OF
CVE-2025-4944,CWE-79,IS_INSTANCE_OF
CVE-2025-49440,CWE-352,IS_INSTANCE_OF
CVE-2025-49441,CWE-862,IS_INSTANCE_OF
CVE-2025-49442,CWE-79,IS_INSTANCE_OF
CVE-2025-49443,CWE-79,IS_INSTANCE_OF
CVE-2025-49444,CWE-434,IS_INSTANCE_OF
CVE-2025-49445,CWE-352,IS_INSTANCE_OF
CVE-2025-49446,CWE-352,IS_INSTANCE_OF
CVE-2025-49447,CWE-434,IS_INSTANCE_OF
CVE-2025-49449,CWE-352,IS_INSTANCE_OF
CVE-2025-49450,CWE-79,IS_INSTANCE_OF
CVE-2025-49451,CWE-35,IS_INSTANCE_OF
CVE-2025-49452,CWE-89,IS_INSTANCE_OF
CVE-2025-49453,CWE-352,IS_INSTANCE_OF
CVE-2025-49454,CWE-98,IS_INSTANCE_OF
CVE-2025-49455,CWE-502,IS_INSTANCE_OF
CVE-2025-49467,CWE-89,IS_INSTANCE_OF
CVE-2025-49468,CWE-89,IS_INSTANCE_OF
CVE-2025-4949,CWE-611,IS_INSTANCE_OF
CVE-2025-49507,CWE-502,IS_INSTANCE_OF
CVE-2025-49508,CWE-98,IS_INSTANCE_OF
CVE-2025-49509,CWE-862,IS_INSTANCE_OF
CVE-2025-49510,CWE-352,IS_INSTANCE_OF
CVE-2025-49511,CWE-352,IS_INSTANCE_OF
CVE-2025-49575,CWE-79,IS_INSTANCE_OF
CVE-2025-49576,CWE-79,IS_INSTANCE_OF
CVE-2025-49577,CWE-79,IS_INSTANCE_OF
CVE-2025-49578,CWE-79,IS_INSTANCE_OF
CVE-2025-49579,CWE-79,IS_INSTANCE_OF
CVE-2025-49580,CWE-266,IS_INSTANCE_OF
CVE-2025-49581,CWE-94,IS_INSTANCE_OF
CVE-2025-49581,CWE-250,IS_INSTANCE_OF
CVE-2025-49581,CWE-270,IS_INSTANCE_OF
CVE-2025-49582,CWE-357,IS_INSTANCE_OF
CVE-2025-49583,CWE-270,IS_INSTANCE_OF
CVE-2025-49583,CWE-357,IS_INSTANCE_OF
CVE-2025-49584,CWE-201,IS_INSTANCE_OF
CVE-2025-49585,CWE-357,IS_INSTANCE_OF
CVE-2025-49586,CWE-863,IS_INSTANCE_OF
CVE-2025-49587,CWE-357,IS_INSTANCE_OF
CVE-2025-49589,CWE-121,IS_INSTANCE_OF
CVE-2025-49590,CWE-692,IS_INSTANCE_OF
CVE-2025-49591,CWE-287,IS_INSTANCE_OF
CVE-2025-49591,CWE-284,IS_INSTANCE_OF
CVE-2025-49593,CWE-200,IS_INSTANCE_OF
CVE-2025-49596,CWE-306,IS_INSTANCE_OF
CVE-2025-49597,CWE-915,IS_INSTANCE_OF
CVE-2025-49598,CWE-95,IS_INSTANCE_OF
CVE-2025-4963,CWE-79,IS_INSTANCE_OF
CVE-2025-4964,CWE-89,IS_INSTANCE_OF
CVE-2025-4965,CWE-79,IS_INSTANCE_OF
CVE-2025-4966,CWE-352,IS_INSTANCE_OF
CVE-2025-4967,CWE-918,IS_INSTANCE_OF
CVE-2025-49715,CWE-359,IS_INSTANCE_OF
CVE-2025-4973,CWE-288,IS_INSTANCE_OF
CVE-2025-4979,CWE-1220,IS_INSTANCE_OF
CVE-2025-49794,CWE-825,IS_INSTANCE_OF
CVE-2025-49795,CWE-825,IS_INSTANCE_OF
CVE-2025-49796,CWE-125,IS_INSTANCE_OF
CVE-2025-4980,CWE-200,IS_INSTANCE_OF
CVE-2025-4980,CWE-284,IS_INSTANCE_OF
CVE-2025-49823,CWE-77,IS_INSTANCE_OF
CVE-2025-49824,CWE-200,IS_INSTANCE_OF
CVE-2025-49825,CWE-863,IS_INSTANCE_OF
CVE-2025-49842,CWE-276,IS_INSTANCE_OF
CVE-2025-49843,CWE-276,IS_INSTANCE_OF
CVE-2025-49847,CWE-119,IS_INSTANCE_OF
CVE-2025-49847,CWE-195,IS_INSTANCE_OF
CVE-2025-49848,CWE-787,IS_INSTANCE_OF
CVE-2025-49849,CWE-125,IS_INSTANCE_OF
CVE-2025-49850,CWE-122,IS_INSTANCE_OF
CVE-2025-49854,CWE-89,IS_INSTANCE_OF
CVE-2025-49855,CWE-79,IS_INSTANCE_OF
CVE-2025-49856,CWE-352,IS_INSTANCE_OF
CVE-2025-49857,CWE-862,IS_INSTANCE_OF
CVE-2025-49858,CWE-79,IS_INSTANCE_OF
CVE-2025-49859,CWE-79,IS_INSTANCE_OF
CVE-2025-49861,CWE-79,IS_INSTANCE_OF
CVE-2025-49862,CWE-79,IS_INSTANCE_OF
CVE-2025-49863,CWE-79,IS_INSTANCE_OF
CVE-2025-49864,CWE-862,IS_INSTANCE_OF
CVE-2025-49865,CWE-352,IS_INSTANCE_OF
CVE-2025-49868,CWE-601,IS_INSTANCE_OF
CVE-2025-49871,CWE-79,IS_INSTANCE_OF
CVE-2025-49872,CWE-862,IS_INSTANCE_OF
CVE-2025-49873,CWE-79,IS_INSTANCE_OF
CVE-2025-49874,CWE-862,IS_INSTANCE_OF
CVE-2025-49875,CWE-79,IS_INSTANCE_OF
CVE-2025-49877,CWE-918,IS_INSTANCE_OF
CVE-2025-49878,CWE-79,IS_INSTANCE_OF
CVE-2025-49879,CWE-22,IS_INSTANCE_OF
CVE-2025-49880,CWE-862,IS_INSTANCE_OF
CVE-2025-49881,CWE-79,IS_INSTANCE_OF
CVE-2025-49882,CWE-79,IS_INSTANCE_OF
CVE-2025-4996,CWE-79,IS_INSTANCE_OF
CVE-2025-4996,CWE-94,IS_INSTANCE_OF
CVE-2025-49964,CWE-352,IS_INSTANCE_OF
CVE-2025-49965,CWE-352,IS_INSTANCE_OF
CVE-2025-49966,CWE-352,IS_INSTANCE_OF
CVE-2025-49967,CWE-352,IS_INSTANCE_OF
CVE-2025-49968,CWE-352,IS_INSTANCE_OF
CVE-2025-49969,CWE-862,IS_INSTANCE_OF
CVE-2025-4997,CWE-404,IS_INSTANCE_OF
CVE-2025-49970,CWE-862,IS_INSTANCE_OF
CVE-2025-49971,CWE-862,IS_INSTANCE_OF
CVE-2025-49972,CWE-352,IS_INSTANCE_OF
CVE-2025-49973,CWE-862,IS_INSTANCE_OF
CVE-2025-49974,CWE-862,IS_INSTANCE_OF
CVE-2025-49975,CWE-352,IS_INSTANCE_OF
CVE-2025-49976,CWE-862,IS_INSTANCE_OF
CVE-2025-49977,CWE-352,IS_INSTANCE_OF
CVE-2025-49978,CWE-639,IS_INSTANCE_OF
CVE-2025-49979,CWE-862,IS_INSTANCE_OF
CVE-2025-4998,CWE-404,IS_INSTANCE_OF
CVE-2025-49980,CWE-862,IS_INSTANCE_OF
CVE-2025-49981,CWE-862,IS_INSTANCE_OF
CVE-2025-49982,CWE-862,IS_INSTANCE_OF
CVE-2025-49983,CWE-918,IS_INSTANCE_OF
CVE-2025-49984,CWE-918,IS_INSTANCE_OF
CVE-2025-49985,CWE-918,IS_INSTANCE_OF
CVE-2025-49986,CWE-862,IS_INSTANCE_OF
CVE-2025-49987,CWE-862,IS_INSTANCE_OF
CVE-2025-49988,CWE-862,IS_INSTANCE_OF
CVE-2025-49989,CWE-862,IS_INSTANCE_OF
CVE-2025-4999,CWE-77,IS_INSTANCE_OF
CVE-2025-4999,CWE-77,IS_INSTANCE_OF
CVE-2025-4999,CWE-74,IS_INSTANCE_OF
CVE-2025-49990,CWE-862,IS_INSTANCE_OF
CVE-2025-49991,CWE-862,IS_INSTANCE_OF
CVE-2025-49993,CWE-862,IS_INSTANCE_OF
CVE-2025-49995,CWE-639,IS_INSTANCE_OF
CVE-2025-49996,CWE-862,IS_INSTANCE_OF
CVE-2025-49997,CWE-862,IS_INSTANCE_OF
CVE-2025-49998,CWE-862,IS_INSTANCE_OF
CVE-2025-5000,CWE-77,IS_INSTANCE_OF
CVE-2025-5000,CWE-77,IS_INSTANCE_OF
CVE-2025-5000,CWE-74,IS_INSTANCE_OF
CVE-2025-50008,CWE-862,IS_INSTANCE_OF
CVE-2025-50009,CWE-862,IS_INSTANCE_OF
CVE-2025-5001,CWE-190,IS_INSTANCE_OF
CVE-2025-50010,CWE-862,IS_INSTANCE_OF
CVE-2025-50011,CWE-79,IS_INSTANCE_OF
CVE-2025-50012,CWE-79,IS_INSTANCE_OF
CVE-2025-50013,CWE-79,IS_INSTANCE_OF
CVE-2025-50014,CWE-79,IS_INSTANCE_OF
CVE-2025-50015,CWE-79,IS_INSTANCE_OF
CVE-2025-50016,CWE-79,IS_INSTANCE_OF
CVE-2025-50017,CWE-79,IS_INSTANCE_OF
CVE-2025-50018,CWE-79,IS_INSTANCE_OF
CVE-2025-50019,CWE-79,IS_INSTANCE_OF
CVE-2025-5002,CWE-89,IS_INSTANCE_OF
CVE-2025-50020,CWE-79,IS_INSTANCE_OF
CVE-2025-50021,CWE-79,IS_INSTANCE_OF
CVE-2025-50022,CWE-79,IS_INSTANCE_OF
CVE-2025-50023,CWE-79,IS_INSTANCE_OF
CVE-2025-50024,CWE-79,IS_INSTANCE_OF
CVE-2025-50025,CWE-79,IS_INSTANCE_OF
CVE-2025-50026,CWE-79,IS_INSTANCE_OF
CVE-2025-50027,CWE-79,IS_INSTANCE_OF
CVE-2025-5003,CWE-89,IS_INSTANCE_OF
CVE-2025-50030,CWE-79,IS_INSTANCE_OF
CVE-2025-50033,CWE-79,IS_INSTANCE_OF
CVE-2025-50034,CWE-862,IS_INSTANCE_OF
CVE-2025-50035,CWE-79,IS_INSTANCE_OF
CVE-2025-50036,CWE-352,IS_INSTANCE_OF
CVE-2025-50037,CWE-79,IS_INSTANCE_OF
CVE-2025-50038,CWE-79,IS_INSTANCE_OF
CVE-2025-5004,CWE-89,IS_INSTANCE_OF
CVE-2025-50041,CWE-79,IS_INSTANCE_OF
CVE-2025-50042,CWE-79,IS_INSTANCE_OF
CVE-2025-50043,CWE-79,IS_INSTANCE_OF
CVE-2025-50044,CWE-352,IS_INSTANCE_OF
CVE-2025-50045,CWE-79,IS_INSTANCE_OF
CVE-2025-50046,CWE-79,IS_INSTANCE_OF
CVE-2025-50047,CWE-79,IS_INSTANCE_OF
CVE-2025-50048,CWE-79,IS_INSTANCE_OF
CVE-2025-50049,CWE-79,IS_INSTANCE_OF
CVE-2025-50050,CWE-79,IS_INSTANCE_OF
CVE-2025-50051,CWE-79,IS_INSTANCE_OF
CVE-2025-5006,CWE-89,IS_INSTANCE_OF
CVE-2025-5007,CWE-79,IS_INSTANCE_OF
CVE-2025-5007,CWE-94,IS_INSTANCE_OF
CVE-2025-5008,CWE-89,IS_INSTANCE_OF
CVE-2025-5010,CWE-79,IS_INSTANCE_OF
CVE-2025-5011,CWE-79,IS_INSTANCE_OF
CVE-2025-5012,CWE-434,IS_INSTANCE_OF
CVE-2025-5013,CWE-79,IS_INSTANCE_OF
CVE-2025-5016,CWE-79,IS_INSTANCE_OF
CVE-2025-5018,CWE-862,IS_INSTANCE_OF
CVE-2025-50181,CWE-601,IS_INSTANCE_OF
CVE-2025-50182,CWE-601,IS_INSTANCE_OF
CVE-2025-50183,CWE-79,IS_INSTANCE_OF
CVE-2025-5019,CWE-352,IS_INSTANCE_OF
CVE-2025-50200,CWE-532,IS_INSTANCE_OF
CVE-2025-50201,CWE-78,IS_INSTANCE_OF
CVE-2025-50202,CWE-22,IS_INSTANCE_OF
CVE-2025-5024,CWE-400,IS_INSTANCE_OF
CVE-2025-5029,CWE-22,IS_INSTANCE_OF
CVE-2025-5030,CWE-78,IS_INSTANCE_OF
CVE-2025-5031,CWE-404,IS_INSTANCE_OF
CVE-2025-5031,CWE-400,IS_INSTANCE_OF
CVE-2025-5032,CWE-89,IS_INSTANCE_OF
CVE-2025-5032,CWE-89,IS_INSTANCE_OF
CVE-2025-5032,CWE-74,IS_INSTANCE_OF
CVE-2025-5033,CWE-352,IS_INSTANCE_OF
CVE-2025-5049,CWE-119,IS_INSTANCE_OF
CVE-2025-5049,CWE-120,IS_INSTANCE_OF
CVE-2025-5050,CWE-119,IS_INSTANCE_OF
CVE-2025-5050,CWE-120,IS_INSTANCE_OF
CVE-2025-5051,CWE-119,IS_INSTANCE_OF
CVE-2025-5051,CWE-120,IS_INSTANCE_OF
CVE-2025-5052,CWE-119,IS_INSTANCE_OF
CVE-2025-5052,CWE-120,IS_INSTANCE_OF
CVE-2025-5053,CWE-120,IS_INSTANCE_OF
CVE-2025-5055,CWE-79,IS_INSTANCE_OF
CVE-2025-5056,CWE-89,IS_INSTANCE_OF
CVE-2025-5057,CWE-89,IS_INSTANCE_OF
CVE-2025-5058,CWE-434,IS_INSTANCE_OF
CVE-2025-5059,CWE-434,IS_INSTANCE_OF
CVE-2025-5062,CWE-79,IS_INSTANCE_OF
CVE-2025-5063,CWE-416,IS_INSTANCE_OF
CVE-2025-5068,CWE-416,IS_INSTANCE_OF
CVE-2025-5071,CWE-863,IS_INSTANCE_OF
CVE-2025-5073,CWE-120,IS_INSTANCE_OF
CVE-2025-5073,CWE-119,IS_INSTANCE_OF
CVE-2025-5073,CWE-120,IS_INSTANCE_OF
CVE-2025-5074,CWE-120,IS_INSTANCE_OF
CVE-2025-5074,CWE-119,IS_INSTANCE_OF
CVE-2025-5074,CWE-120,IS_INSTANCE_OF
CVE-2025-5075,CWE-119,IS_INSTANCE_OF
CVE-2025-5075,CWE-120,IS_INSTANCE_OF
CVE-2025-5076,CWE-119,IS_INSTANCE_OF
CVE-2025-5076,CWE-120,IS_INSTANCE_OF
CVE-2025-5077,CWE-89,IS_INSTANCE_OF
CVE-2025-5078,CWE-89,IS_INSTANCE_OF
CVE-2025-5079,CWE-89,IS_INSTANCE_OF
CVE-2025-5079,CWE-89,IS_INSTANCE_OF
CVE-2025-5079,CWE-74,IS_INSTANCE_OF
CVE-2025-5080,CWE-787,IS_INSTANCE_OF
CVE-2025-5081,CWE-89,IS_INSTANCE_OF
CVE-2025-5081,CWE-89,IS_INSTANCE_OF
CVE-2025-5081,CWE-74,IS_INSTANCE_OF
CVE-2025-5082,CWE-79,IS_INSTANCE_OF
CVE-2025-5096,CWE-79,IS_INSTANCE_OF
CVE-2025-5103,CWE-89,IS_INSTANCE_OF
CVE-2025-5105,CWE-244,IS_INSTANCE_OF
CVE-2025-5106,CWE-78,IS_INSTANCE_OF
CVE-2025-5106,CWE-77,IS_INSTANCE_OF
CVE-2025-5109,CWE-120,IS_INSTANCE_OF
CVE-2025-5110,CWE-119,IS_INSTANCE_OF
CVE-2025-5110,CWE-120,IS_INSTANCE_OF
CVE-2025-5111,CWE-119,IS_INSTANCE_OF
CVE-2025-5111,CWE-120,IS_INSTANCE_OF
CVE-2025-5112,CWE-119,IS_INSTANCE_OF
CVE-2025-5112,CWE-120,IS_INSTANCE_OF
CVE-2025-5114,CWE-20,IS_INSTANCE_OF
CVE-2025-5114,CWE-502,IS_INSTANCE_OF
CVE-2025-5116,CWE-79,IS_INSTANCE_OF
CVE-2025-5117,CWE-862,IS_INSTANCE_OF
CVE-2025-5119,CWE-89,IS_INSTANCE_OF
CVE-2025-5121,CWE-862,IS_INSTANCE_OF
CVE-2025-5122,CWE-79,IS_INSTANCE_OF
CVE-2025-5123,CWE-79,IS_INSTANCE_OF
CVE-2025-5126,CWE-77,IS_INSTANCE_OF
CVE-2025-5127,CWE-79,IS_INSTANCE_OF
CVE-2025-5130,CWE-434,IS_INSTANCE_OF
CVE-2025-5131,CWE-434,IS_INSTANCE_OF
CVE-2025-5132,CWE-352,IS_INSTANCE_OF
CVE-2025-5133,CWE-79,IS_INSTANCE_OF
CVE-2025-5134,CWE-79,IS_INSTANCE_OF
CVE-2025-5135,CWE-79,IS_INSTANCE_OF
CVE-2025-5137,CWE-94,IS_INSTANCE_OF
CVE-2025-51381,CWE-288,IS_INSTANCE_OF
CVE-2025-5140,CWE-918,IS_INSTANCE_OF
CVE-2025-5142,CWE-352,IS_INSTANCE_OF
CVE-2025-5144,CWE-79,IS_INSTANCE_OF
CVE-2025-5145,CWE-77,IS_INSTANCE_OF
CVE-2025-5145,CWE-74,IS_INSTANCE_OF
CVE-2025-5148,CWE-20,IS_INSTANCE_OF
CVE-2025-5148,CWE-502,IS_INSTANCE_OF
CVE-2025-5149,CWE-287,IS_INSTANCE_OF
CVE-2025-5150,CWE-1321,IS_INSTANCE_OF
CVE-2025-5151,CWE-94,IS_INSTANCE_OF
CVE-2025-5152,CWE-89,IS_INSTANCE_OF
CVE-2025-5153,CWE-79,IS_INSTANCE_OF
CVE-2025-5154,CWE-312,IS_INSTANCE_OF
CVE-2025-5155,CWE-89,IS_INSTANCE_OF
CVE-2025-5156,CWE-120,IS_INSTANCE_OF
CVE-2025-5157,CWE-22,IS_INSTANCE_OF
CVE-2025-5158,CWE-22,IS_INSTANCE_OF
CVE-2025-5159,CWE-22,IS_INSTANCE_OF
CVE-2025-5160,CWE-22,IS_INSTANCE_OF
CVE-2025-5161,CWE-22,IS_INSTANCE_OF
CVE-2025-5162,CWE-434,IS_INSTANCE_OF
CVE-2025-5162,CWE-284,IS_INSTANCE_OF
CVE-2025-5162,CWE-434,IS_INSTANCE_OF
CVE-2025-5164,CWE-798,IS_INSTANCE_OF
CVE-2025-5165,CWE-125,IS_INSTANCE_OF
CVE-2025-5166,CWE-125,IS_INSTANCE_OF
CVE-2025-5167,CWE-125,IS_INSTANCE_OF
CVE-2025-5168,CWE-125,IS_INSTANCE_OF
CVE-2025-5169,CWE-125,IS_INSTANCE_OF
CVE-2025-5170,CWE-89,IS_INSTANCE_OF
CVE-2025-5170,CWE-89,IS_INSTANCE_OF
CVE-2025-5170,CWE-74,IS_INSTANCE_OF
CVE-2025-5171,CWE-434,IS_INSTANCE_OF
CVE-2025-5171,CWE-284,IS_INSTANCE_OF
CVE-2025-5171,CWE-434,IS_INSTANCE_OF
CVE-2025-5172,CWE-89,IS_INSTANCE_OF
CVE-2025-5172,CWE-89,IS_INSTANCE_OF
CVE-2025-5172,CWE-74,IS_INSTANCE_OF
CVE-2025-5173,CWE-502,IS_INSTANCE_OF
CVE-2025-5173,CWE-20,IS_INSTANCE_OF
CVE-2025-5173,CWE-502,IS_INSTANCE_OF
CVE-2025-5174,CWE-502,IS_INSTANCE_OF
CVE-2025-5176,CWE-89,IS_INSTANCE_OF
CVE-2025-5176,CWE-89,IS_INSTANCE_OF
CVE-2025-5176,CWE-74,IS_INSTANCE_OF
CVE-2025-5177,CWE-79,IS_INSTANCE_OF
CVE-2025-5177,CWE-79,IS_INSTANCE_OF
CVE-2025-5177,CWE-94,IS_INSTANCE_OF
CVE-2025-5178,CWE-434,IS_INSTANCE_OF
CVE-2025-5178,CWE-284,IS_INSTANCE_OF
CVE-2025-5178,CWE-434,IS_INSTANCE_OF
CVE-2025-5179,CWE-79,IS_INSTANCE_OF
CVE-2025-5179,CWE-79,IS_INSTANCE_OF
CVE-2025-5179,CWE-94,IS_INSTANCE_OF
CVE-2025-5180,CWE-427,IS_INSTANCE_OF
CVE-2025-5181,CWE-79,IS_INSTANCE_OF
CVE-2025-5181,CWE-639,IS_INSTANCE_OF
CVE-2025-5182,CWE-639,IS_INSTANCE_OF
CVE-2025-5183,CWE-601,IS_INSTANCE_OF
CVE-2025-5184,CWE-200,IS_INSTANCE_OF
CVE-2025-5184,CWE-284,IS_INSTANCE_OF
CVE-2025-5185,CWE-352,IS_INSTANCE_OF
CVE-2025-5185,CWE-862,IS_INSTANCE_OF
CVE-2025-5190,CWE-288,IS_INSTANCE_OF
CVE-2025-5195,CWE-639,IS_INSTANCE_OF
CVE-2025-5200,CWE-125,IS_INSTANCE_OF
CVE-2025-5201,CWE-125,IS_INSTANCE_OF
CVE-2025-5202,CWE-125,IS_INSTANCE_OF
CVE-2025-5203,CWE-125,IS_INSTANCE_OF
CVE-2025-5204,CWE-125,IS_INSTANCE_OF
CVE-2025-5205,CWE-89,IS_INSTANCE_OF
CVE-2025-5206,CWE-89,IS_INSTANCE_OF
CVE-2025-5206,CWE-89,IS_INSTANCE_OF
CVE-2025-5206,CWE-74,IS_INSTANCE_OF
CVE-2025-5207,CWE-89,IS_INSTANCE_OF
CVE-2025-5207,CWE-89,IS_INSTANCE_OF
CVE-2025-5207,CWE-74,IS_INSTANCE_OF
CVE-2025-5208,CWE-89,IS_INSTANCE_OF
CVE-2025-5208,CWE-89,IS_INSTANCE_OF
CVE-2025-5208,CWE-74,IS_INSTANCE_OF
CVE-2025-5210,CWE-89,IS_INSTANCE_OF
CVE-2025-5210,CWE-89,IS_INSTANCE_OF
CVE-2025-5210,CWE-74,IS_INSTANCE_OF
CVE-2025-5211,CWE-89,IS_INSTANCE_OF
CVE-2025-5211,CWE-89,IS_INSTANCE_OF
CVE-2025-5211,CWE-74,IS_INSTANCE_OF
CVE-2025-5212,CWE-89,IS_INSTANCE_OF
CVE-2025-5212,CWE-89,IS_INSTANCE_OF
CVE-2025-5212,CWE-74,IS_INSTANCE_OF
CVE-2025-5213,CWE-89,IS_INSTANCE_OF
CVE-2025-5213,CWE-89,IS_INSTANCE_OF
CVE-2025-5213,CWE-74,IS_INSTANCE_OF
CVE-2025-5214,CWE-89,IS_INSTANCE_OF
CVE-2025-5214,CWE-89,IS_INSTANCE_OF
CVE-2025-5214,CWE-74,IS_INSTANCE_OF
CVE-2025-5215,CWE-787,IS_INSTANCE_OF
CVE-2025-5216,CWE-89,IS_INSTANCE_OF
CVE-2025-5216,CWE-89,IS_INSTANCE_OF
CVE-2025-5216,CWE-74,IS_INSTANCE_OF
CVE-2025-5217,CWE-120,IS_INSTANCE_OF
CVE-2025-5217,CWE-119,IS_INSTANCE_OF
CVE-2025-5217,CWE-120,IS_INSTANCE_OF
CVE-2025-5218,CWE-120,IS_INSTANCE_OF
CVE-2025-5219,CWE-120,IS_INSTANCE_OF
CVE-2025-5219,CWE-119,IS_INSTANCE_OF
CVE-2025-5219,CWE-120,IS_INSTANCE_OF
CVE-2025-5220,CWE-120,IS_INSTANCE_OF
CVE-2025-5220,CWE-119,IS_INSTANCE_OF
CVE-2025-5220,CWE-120,IS_INSTANCE_OF
CVE-2025-5221,CWE-119,IS_INSTANCE_OF
CVE-2025-5221,CWE-120,IS_INSTANCE_OF
CVE-2025-5224,CWE-89,IS_INSTANCE_OF
CVE-2025-5224,CWE-89,IS_INSTANCE_OF
CVE-2025-5224,CWE-74,IS_INSTANCE_OF
CVE-2025-5225,CWE-89,IS_INSTANCE_OF
CVE-2025-5225,CWE-89,IS_INSTANCE_OF
CVE-2025-5225,CWE-74,IS_INSTANCE_OF
CVE-2025-5226,CWE-89,IS_INSTANCE_OF
CVE-2025-5226,CWE-74,IS_INSTANCE_OF
CVE-2025-5227,CWE-89,IS_INSTANCE_OF
CVE-2025-5227,CWE-74,IS_INSTANCE_OF
