id,name,description,abstraction,type,labels
CWE-374,Passing Mutable Objects to an Untrusted Method,The program sends non-cloned mutable data as an argument to a method or function.,Base,Weakness,CWE;Weakness
CWE-375,Returning a Mutable Object to an Untrusted Caller,Sending non-cloned mutable data as a return value may result in that data being altered or deleted by the calling function.,Base,Weakness,CWE;Weakness
CWE-377,Insecure Temporary File,Creating and using insecure temporary files can leave application and system data vulnerable to attack.,Class,Weakness,CWE;Weakness
CWE-378,Creation of Temporary File With Insecure Permissions,"Opening temporary files without appropriate measures or controls can leave the file, its contents and any function that it impacts vulnerable to attack.",Base,Weakness,CWE;Weakness
CWE-379,Creation of Temporary File in Directory with Insecure Permissions,The software creates a temporary file in a directory whose permissions allow unintended actors to determine the file's existence or otherwise access that file.,Base,Weakness,CWE;Weakness
CWE-38,Path Traversal: '\absolute\pathname\here',A software system that accepts input in the form of a backslash absolute path ('\absolute\pathname\here') without appropriate validation can allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-382,J2EE Bad Practices: Use of System.exit(),"A J2EE application uses System.exit(), which also shuts down its container.",Variant,Weakness,CWE;Weakness
CWE-383,J2EE Bad Practices: Direct Use of Threads,Thread management in a Web application is forbidden in some circumstances and is always highly error prone.,Variant,Weakness,CWE;Weakness
CWE-384,Session Fixation,"Authenticating a user, or otherwise establishing a new user session, without invalidating any existing session identifier gives an attacker the opportunity to steal authenticated sessions.",Compound,Weakness,CWE;Weakness
CWE-385,Covert Timing Channel,"Covert timing channels convey information by modulating some aspect of system behavior over time, so that the program receiving the information can observe system behavior and infer protected information.",Base,Weakness,CWE;Weakness
CWE-386,Symbolic Name not Mapping to Correct Object,"A constant symbolic reference to an object is used, even though the reference can resolve to a different object over time.",Base,Weakness,CWE;Weakness
CWE-39,Path Traversal: 'C:dirname',An attacker can inject a drive letter or Windows volume letter ('C:dirname') into a software system to potentially redirect access to an unintended location or arbitrary file.,Variant,Weakness,CWE;Weakness
CWE-390,Detection of Error Condition Without Action,"The software detects a specific error, but takes no actions to handle the error.",Base,Weakness,CWE;Weakness
CWE-391,Unchecked Error Condition,"[PLANNED FOR DEPRECATION. SEE MAINTENANCE NOTES AND CONSIDER CWE-252, CWE-248, OR CWE-1069.] Ignoring exceptions and other error conditions may allow an attacker to induce unexpected behavior unnoticed.",Base,Weakness,CWE;Weakness
CWE-392,Missing Report of Error Condition,The software encounters an error but does not provide a status code or return value to indicate that an error has occurred.,Base,Weakness,CWE;Weakness
CWE-393,Return of Wrong Status Code,"A function or operation returns an incorrect return value or status code that does not indicate an error, but causes the product to modify its behavior based on the incorrect result.",Base,Weakness,CWE;Weakness
CWE-394,Unexpected Status Code or Return Value,"The software does not properly check when a function or operation returns a value that is legitimate for the function, but is not expected by the software.",Base,Weakness,CWE;Weakness
CWE-395,Use of NullPointerException Catch to Detect NULL Pointer Dereference,Catching NullPointerException should not be used as an alternative to programmatic checks to prevent dereferencing a null pointer.,Base,Weakness,CWE;Weakness
CWE-396,Declaration of Catch for Generic Exception,Catching overly broad exceptions promotes complex error handling code that is more likely to contain security vulnerabilities.,Base,Weakness,CWE;Weakness
CWE-397,Declaration of Throws for Generic Exception,Throwing overly broad exceptions promotes complex error handling code that is more likely to contain security vulnerabilities.,Base,Weakness,CWE;Weakness
CWE-40,Path Traversal: '\\UNC\share\name\' (Windows UNC Share),An attacker can inject a Windows UNC share ('\\UNC\share\name') into a software system to potentially redirect access to an unintended location or arbitrary file.,Variant,Weakness,CWE;Weakness
CWE-400,Uncontrolled Resource Consumption,"The software does not properly control the allocation and maintenance of a limited resource, thereby enabling an actor to influence the amount of resources consumed, eventually leading to the exhaustion of available resources.",Class,Weakness,CWE;Weakness
CWE-401,Missing Release of Memory after Effective Lifetime,"The software does not sufficiently track and release allocated memory after it has been used, which slowly consumes remaining memory.",Variant,Weakness,CWE;Weakness
CWE-402,Transmission of Private Resources into a New Sphere ('Resource Leak'),The software makes resources available to untrusted parties when those resources are only intended to be accessed by the software.,Class,Weakness,CWE;Weakness
CWE-403,Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak'),"A process does not close sensitive file descriptors before invoking a child process, which allows the child to perform unauthorized I/O operations using those descriptors.",Base,Weakness,CWE;Weakness
CWE-404,Improper Resource Shutdown or Release,The program does not release or incorrectly releases a resource before it is made available for re-use.,Class,Weakness,CWE;Weakness
CWE-405,Asymmetric Resource Consumption (Amplification),Software that does not appropriately monitor or control resource consumption can lead to adverse system performance.,Class,Weakness,CWE;Weakness
CWE-406,Insufficient Control of Network Message Volume (Network Amplification),"The software does not sufficiently monitor or control transmitted network traffic volume, so that an actor can cause the software to transmit more traffic than should be allowed for that actor.",Class,Weakness,CWE;Weakness
CWE-407,Inefficient Algorithmic Complexity,"An algorithm in a product has an inefficient worst-case computational complexity that may be detrimental to system performance and can be triggered by an attacker, typically using crafted manipulations that ensure that the worst case is being reached.",Class,Weakness,CWE;Weakness
CWE-408,Incorrect Behavior Order: Early Amplification,The software allows an entity to perform a legitimate but expensive operation before authentication or authorization has taken place.,Base,Weakness,CWE;Weakness
CWE-409,Improper Handling of Highly Compressed Data (Data Amplification),The software does not handle or incorrectly handles a compressed input with a very high compression ratio that produces a large output.,Base,Weakness,CWE;Weakness
CWE-41,Improper Resolution of Path Equivalence,The system or application is vulnerable to file system contents disclosure through path equivalence. Path equivalence involves the use of special characters in file and directory names. The associated manipulations are intended to generate multiple names for the same object.,Base,Weakness,CWE;Weakness
CWE-410,Insufficient Resource Pool,"The software's resource pool is not large enough to handle peak demand, which allows an attacker to prevent others from accessing the resource by using a (relatively) large number of requests for resources.",Base,Weakness,CWE;Weakness
CWE-412,Unrestricted Externally Accessible Lock,"The software properly checks for the existence of a lock, but the lock can be externally controlled or influenced by an actor that is outside of the intended sphere of control.",Base,Weakness,CWE;Weakness
CWE-413,Improper Resource Locking,The software does not lock or does not correctly lock a resource when the software must have exclusive access to the resource.,Base,Weakness,CWE;Weakness
CWE-414,Missing Lock Check,A product does not check to see if a lock is present before performing sensitive operations on a resource.,Base,Weakness,CWE;Weakness
CWE-415,Double Free,"The product calls free() twice on the same memory address, potentially leading to modification of unexpected memory locations.",Variant,Weakness,CWE;Weakness
CWE-416,Use After Free,"Referencing memory after it has been freed can cause a program to crash, use unexpected values, or execute code.",Variant,Weakness,CWE;Weakness
CWE-419,Unprotected Primary Channel,"The software uses a primary channel for administration or restricted functionality, but it does not properly protect the channel.",Base,Weakness,CWE;Weakness
CWE-42,Path Equivalence: 'filename.' (Trailing Dot),A software system that accepts path input in the form of trailing dot ('filedir.') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-420,Unprotected Alternate Channel,"The software protects a primary channel, but it does not use the same level of protection for an alternate channel.",Base,Weakness,CWE;Weakness
CWE-421,Race Condition During Access to Alternate Channel,"The product opens an alternate channel to communicate with an authorized user, but the channel is accessible to other actors.",Base,Weakness,CWE;Weakness
CWE-422,Unprotected Windows Messaging Channel ('Shatter'),"The software does not properly verify the source of a message in the Windows Messaging System while running at elevated privileges, creating an alternate channel through which an attacker can directly send a message to the product.",Variant,Weakness,CWE;Weakness
CWE-423,DEPRECATED: Proxied Trusted Channel,This entry has been deprecated because it was a duplicate of CWE-441. All content has been transferred to CWE-441.,Base,Weakness,CWE;Weakness
CWE-424,Improper Protection of Alternate Path,The product does not sufficiently protect all possible paths that a user can take to access restricted functionality or resources.,Class,Weakness,CWE;Weakness
CWE-425,Direct Request ('Forced Browsing'),"The web application does not adequately enforce appropriate authorization on all restricted URLs, scripts, or files.",Base,Weakness,CWE;Weakness
CWE-426,Untrusted Search Path,The application searches for critical resources using an externally-supplied search path that can point to resources that are not under the application's direct control.,Base,Weakness,CWE;Weakness
CWE-427,Uncontrolled Search Path Element,"The product uses a fixed or controlled search path to find resources, but one or more locations in that path can be under the control of unintended actors.",Base,Weakness,CWE;Weakness
CWE-428,Unquoted Search Path or Element,"The product uses a search path that contains an unquoted element, in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path.",Base,Weakness,CWE;Weakness
CWE-43,Path Equivalence: 'filename....' (Multiple Trailing Dot),A software system that accepts path input in the form of multiple trailing dot ('filedir....') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-430,Deployment of Wrong Handler,The wrong 'handler' is assigned to process an object.,Base,Weakness,CWE;Weakness
CWE-431,Missing Handler,A handler is not available or implemented.,Base,Weakness,CWE;Weakness
CWE-432,Dangerous Signal Handler not Disabled During Sensitive Operations,"The application uses a signal handler that shares state with other signal handlers, but it does not properly mask or prevent those signal handlers from being invoked while the original signal handler is still running.",Base,Weakness,CWE;Weakness
CWE-433,Unparsed Raw Web Content Delivery,The software stores raw content or supporting code under the web document root with an extension that is not specifically handled by the server.,Variant,Weakness,CWE;Weakness
CWE-434,Unrestricted Upload of File with Dangerous Type,The software allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment.,Base,Weakness,CWE;Weakness
CWE-435,Improper Interaction Between Multiple Correctly-Behaving Entities,"An interaction error occurs when two entities have correct behavior when running independently of each other, but when they are integrated as components in a larger system or process, they introduce incorrect behaviors that may cause resultant weaknesses.",Pillar,Weakness,CWE;Weakness
CWE-436,Interpretation Conflict,"Product A handles inputs or steps differently than Product B, which causes A to perform incorrect actions based on its perception of B's state.",Class,Weakness,CWE;Weakness
CWE-437,Incomplete Model of Endpoint Features,"A product acts as an intermediary or monitor between two or more endpoints, but it does not have a complete model of an endpoint's features, behaviors, or state, potentially causing the product to perform incorrect actions based on this incomplete model.",Base,Weakness,CWE;Weakness
CWE-439,Behavioral Change in New Version or Environment,"A's behavior or functionality changes with a new version of A, or a new environment, which is not known (or manageable) by B.",Base,Weakness,CWE;Weakness
CWE-44,Path Equivalence: 'file.name' (Internal Dot),A software system that accepts path input in the form of internal dot ('file.ordir') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-440,Expected Behavior Violation,"A feature, API, or function does not perform according to its specification.",Base,Weakness,CWE;Weakness
CWE-441,Unintended Proxy or Intermediary ('Confused Deputy'),"The product receives a request, message, or directive from an upstream component, but the product does not sufficiently preserve the original source of the request before forwarding the request to an external actor that is outside of the product's control sphere. This causes the product to appear to be the source of the request, leading it to act as a proxy or other intermediary between the upstream component and the external actor.",Class,Weakness,CWE;Weakness
CWE-443,DEPRECATED: HTTP response splitting,This weakness can be found at CWE-113.,Base,Weakness,CWE;Weakness
CWE-444,Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),"The product acts as an intermediary HTTP agent
         (such as a proxy or firewall) in the data flow between two
         entities such as a client and server, but it does not
         interpret malformed HTTP requests or responses in ways that
         are consistent with how the messages will be processed by
         those entities that are at the ultimate destination.",Base,Weakness,CWE;Weakness
CWE-446,UI Discrepancy for Security Feature,"The user interface does not correctly enable or configure a security feature, but the interface provides feedback that causes the user to believe that the feature is in a secure state.",Class,Weakness,CWE;Weakness
CWE-447,Unimplemented or Unsupported Feature in UI,"A UI function for a security feature appears to be supported and gives feedback to the user that suggests that it is supported, but the underlying functionality is not implemented.",Base,Weakness,CWE;Weakness
CWE-448,Obsolete Feature in UI,A UI function is obsolete and the product does not warn the user.,Base,Weakness,CWE;Weakness
CWE-449,The UI Performs the Wrong Action,The UI performs the wrong action with respect to the user's request.,Base,Weakness,CWE;Weakness
CWE-45,Path Equivalence: 'file...name' (Multiple Internal Dot),A software system that accepts path input in the form of multiple internal dot ('file...dir') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-450,Multiple Interpretations of UI Input,The UI has multiple interpretations of user input but does not prompt the user when it selects the less secure interpretation.,Base,Weakness,CWE;Weakness
CWE-451,User Interface (UI) Misrepresentation of Critical Information,"The user interface (UI) does not properly represent critical information to the user, allowing the information - or its source - to be obscured or spoofed. This is often a component in phishing attacks.",Class,Weakness,CWE;Weakness
CWE-453,Insecure Default Variable Initialization,"The software, by default, initializes an internal variable with an insecure or less secure value than is possible.",Variant,Weakness,CWE;Weakness
CWE-454,External Initialization of Trusted Variables or Data Stores,The software initializes critical internal variables or data stores using inputs that can be modified by untrusted actors.,Base,Weakness,CWE;Weakness
CWE-455,Non-exit on Failed Initialization,"The software does not exit or otherwise modify its operation when security-relevant errors occur during initialization, such as when a configuration file has a format error, which can cause the software to execute in a less secure fashion than intended by the administrator.",Base,Weakness,CWE;Weakness
CWE-456,Missing Initialization of a Variable,"The software does not initialize critical variables, which causes the execution environment to use unexpected values.",Variant,Weakness,CWE;Weakness
CWE-457,Use of Uninitialized Variable,"The code uses a variable that has not been initialized, leading to unpredictable or unintended results.",Variant,Weakness,CWE;Weakness
CWE-458,DEPRECATED: Incorrect Initialization,"This weakness has been deprecated because its name and description did not match. The description duplicated CWE-454, while the name suggested a more abstract initialization problem. Please refer to CWE-665 for the more abstract problem.",Base,Weakness,CWE;Weakness
CWE-459,Incomplete Cleanup,The software does not properly 'clean up' and remove temporary or supporting resources after they have been used.,Base,Weakness,CWE;Weakness
CWE-46,Path Equivalence: 'filename ' (Trailing Space),A software system that accepts path input in the form of trailing space ('filedir ') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-460,Improper Cleanup on Thrown Exception,"The product does not clean up its state or incorrectly cleans up its state when an exception is thrown, leading to unexpected state or control flow.",Base,Weakness,CWE;Weakness
CWE-462,Duplicate Key in Associative List (Alist),Duplicate keys in associative lists can lead to non-unique keys being mistaken for an error.,Base,Weakness,CWE;Weakness
CWE-463,Deletion of Data Structure Sentinel,The accidental deletion of a data-structure sentinel can cause serious programming logic problems.,Base,Weakness,CWE;Weakness
CWE-464,Addition of Data Structure Sentinel,The accidental addition of a data-structure sentinel can cause serious programming logic problems.,Base,Weakness,CWE;Weakness
CWE-466,Return of Pointer Value Outside of Expected Range,A function can return a pointer to memory that is outside of the buffer that the pointer is expected to reference.,Base,Weakness,CWE;Weakness
CWE-467,Use of sizeof() on a Pointer Type,"The code calls sizeof() on a malloced pointer type, which always returns the wordsize/8. This can produce an unexpected result if the programmer intended to determine how much memory has been allocated.",Variant,Weakness,CWE;Weakness
CWE-468,Incorrect Pointer Scaling,"In C and C++, one may often accidentally refer to the wrong memory due to the semantics of when math operations are implicitly scaled.",Base,Weakness,CWE;Weakness
CWE-469,Use of Pointer Subtraction to Determine Size,"The application subtracts one pointer from another in order to determine size, but this calculation can be incorrect if the pointers do not exist in the same memory chunk.",Base,Weakness,CWE;Weakness
CWE-47,Path Equivalence: ' filename' (Leading Space),A software system that accepts path input in the form of leading space (' filedir') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),"The application uses external input with reflection to select which classes or code to use, but it does not sufficiently prevent the input from selecting improper classes or code.",Base,Weakness,CWE;Weakness
CWE-471,Modification of Assumed-Immutable Data (MAID),The software does not properly protect an assumed-immutable element from being modified by an attacker.,Base,Weakness,CWE;Weakness
CWE-472,External Control of Assumed-Immutable Web Parameter,"The web application does not sufficiently verify inputs that are assumed to be immutable but are actually externally controllable, such as hidden form fields.",Base,Weakness,CWE;Weakness
CWE-473,PHP External Variable Modification,"A PHP application does not properly protect against the modification of variables from external sources, such as query parameters or cookies. This can expose the application to numerous weaknesses that would not exist otherwise.",Variant,Weakness,CWE;Weakness
CWE-474,Use of Function with Inconsistent Implementations,The code uses a function that has inconsistent implementations across operating systems and versions.,Base,Weakness,CWE;Weakness
CWE-475,Undefined Behavior for Input to API,The behavior of this function is undefined unless its control parameter is set to a specific value.,Base,Weakness,CWE;Weakness
CWE-476,NULL Pointer Dereference,"A NULL pointer dereference occurs when the application dereferences a pointer that it expects to be valid, but is NULL, typically causing a crash or exit.",Base,Weakness,CWE;Weakness
CWE-477,Use of Obsolete Function,"The code uses deprecated or obsolete functions, which suggests that the code has not been actively reviewed or maintained.",Base,Weakness,CWE;Weakness
CWE-478,Missing Default Case in Multiple Condition Expression,"The code does not have a default case in an expression with multiple conditions, such as a switch statement.",Base,Weakness,CWE;Weakness
CWE-479,Signal Handler Use of a Non-reentrant Function,The program defines a signal handler that calls a non-reentrant function.,Variant,Weakness,CWE;Weakness
CWE-48,Path Equivalence: 'file name' (Internal Whitespace),A software system that accepts path input in the form of internal space ('file(SPACE)name') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-480,Use of Incorrect Operator,"The programmer accidentally uses the wrong operator, which changes the application logic in security-relevant ways.",Base,Weakness,CWE;Weakness
CWE-481,Assigning instead of Comparing,The code uses an operator for assignment when the intention was to perform a comparison.,Variant,Weakness,CWE;Weakness
CWE-482,Comparing instead of Assigning,The code uses an operator for comparison when the intention was to perform an assignment.,Variant,Weakness,CWE;Weakness
CWE-483,Incorrect Block Delimitation,"The code does not explicitly delimit a block that is intended to contain 2 or more statements, creating a logic error.",Base,Weakness,CWE;Weakness
CWE-484,Omitted Break Statement in Switch,"The program omits a break statement within a switch or similar construct, causing code associated with multiple conditions to execute. This can cause problems when the programmer only intended to execute code associated with one condition.",Base,Weakness,CWE;Weakness
CWE-486,Comparison of Classes by Name,"The program compares classes by name, which can cause it to use the wrong class when multiple classes can have the same name.",Variant,Weakness,CWE;Weakness
CWE-487,Reliance on Package-level Scope,"Java packages are not inherently closed; therefore, relying on them for code security is not a good practice.",Base,Weakness,CWE;Weakness
CWE-488,Exposure of Data Element to Wrong Session,"The product does not sufficiently enforce boundaries between the states of different sessions, causing data to be provided to, or used by, the wrong session.",Base,Weakness,CWE;Weakness
CWE-489,Active Debug Code,"The application is deployed to unauthorized actors with debugging code still enabled or active, which can create unintended entry points or expose sensitive information.",Base,Weakness,CWE;Weakness
CWE-49,Path Equivalence: 'filename/' (Trailing Slash),A software system that accepts path input in the form of trailing slash ('filedir/') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-491,Public cloneable() Method Without Final ('Object Hijack'),"A class has a cloneable() method that is not declared final, which allows an object to be created without calling the constructor. This can cause the object to be in an unexpected state.",Variant,Weakness,CWE;Weakness
CWE-492,Use of Inner Class Containing Sensitive Data,Inner classes are translated into classes that are accessible at package scope and may expose code that the programmer intended to keep private to attackers.,Variant,Weakness,CWE;Weakness
CWE-493,Critical Public Variable Without Final Modifier,"The product has a critical public variable that is not final, which allows the variable to be modified to contain unexpected values.",Variant,Weakness,CWE;Weakness
CWE-494,Download of Code Without Integrity Check,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.,Base,Weakness,CWE;Weakness
CWE-495,Private Data Structure Returned From A Public Method,"The product has a method that is declared public, but returns a reference to a private data structure, which could then be modified in unexpected ways.",Variant,Weakness,CWE;Weakness
CWE-496,Public Data Assigned to Private Array-Typed Field,Assigning public data to a private array is equivalent to giving public access to the array.,Variant,Weakness,CWE;Weakness
CWE-497,Exposure of Sensitive System Information to an Unauthorized Control Sphere,The application does not properly prevent sensitive system-level information from being accessed by unauthorized actors who do not have the same level of access to the underlying system as the application does.,Base,Weakness,CWE;Weakness
CWE-498,Cloneable Class Containing Sensitive Information,"The code contains a class with sensitive data, but the class is cloneable. The data can then be accessed by cloning the class.",Variant,Weakness,CWE;Weakness
CWE-499,Serializable Class Containing Sensitive Data,"The code contains a class with sensitive data, but the class does not explicitly deny serialization. The data can be accessed by serializing the class through another class.",Variant,Weakness,CWE;Weakness
CWE-5,J2EE Misconfiguration: Data Transmission Without Encryption,Information sent over a network can be compromised while in transit. An attacker may be able to read or modify the contents if the data are sent in plaintext or are weakly encrypted.,Variant,Weakness,CWE;Weakness
CWE-50,Path Equivalence: '//multiple/leading/slash',A software system that accepts path input in the form of multiple leading slash ('//multiple/leading/slash') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-500,Public Static Field Not Marked Final,"An object contains a public static field that is not marked final, which might allow it to be modified in unexpected ways.",Variant,Weakness,CWE;Weakness
CWE-501,Trust Boundary Violation,The product mixes trusted and untrusted data in the same data structure or structured message.,Base,Weakness,CWE;Weakness
CWE-502,Deserialization of Untrusted Data,The application deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,Base,Weakness,CWE;Weakness
CWE-506,Embedded Malicious Code,The application contains code that appears to be malicious in nature.,Class,Weakness,CWE;Weakness
CWE-507,Trojan Horse,"The software appears to contain benign or useful functionality, but it also contains code that is hidden from normal operation that violates the intended security policy of the user or the system administrator.",Base,Weakness,CWE;Weakness
CWE-508,Non-Replicating Malicious Code,Non-replicating malicious code only resides on the target system or software that is attacked; it does not attempt to spread to other systems.,Base,Weakness,CWE;Weakness
CWE-509,Replicating Malicious Code (Virus or Worm),"Replicating malicious code, including viruses and worms, will attempt to attack other systems once it has successfully compromised the target system or software.",Base,Weakness,CWE;Weakness
CWE-51,Path Equivalence: '/multiple//internal/slash',A software system that accepts path input in the form of multiple internal slash ('/multiple//internal/slash/') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-510,Trapdoor,"A trapdoor is a hidden piece of code that responds to a special input, allowing its user access to resources without passing through the normal security enforcement mechanism.",Base,Weakness,CWE;Weakness
CWE-511,Logic/Time Bomb,"The software contains code that is designed to disrupt the legitimate operation of the software (or its environment) when a certain time passes, or when a certain logical condition is met.",Base,Weakness,CWE;Weakness
CWE-512,Spyware,"The software collects personally identifiable information about a human user or the user's activities, but the software accesses this information using other resources besides itself, and it does not require that user's explicit approval or direct input into the software.",Base,Weakness,CWE;Weakness
CWE-514,Covert Channel,A covert channel is a path that can be used to transfer information in a way not intended by the system's designers.,Class,Weakness,CWE;Weakness
CWE-515,Covert Storage Channel,A covert storage channel transfers information through the setting of bits by one program and the reading of those bits by another. What distinguishes this case from that of ordinary operation is that the bits are used to convey encoded information.,Base,Weakness,CWE;Weakness
CWE-516,DEPRECATED: Covert Timing Channel,This weakness can be found at CWE-385.,Base,Weakness,CWE;Weakness
CWE-52,Path Equivalence: '/multiple/trailing/slash//',A software system that accepts path input in the form of multiple trailing slash ('/multiple/trailing/slash//') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-520,.NET Misconfiguration: Use of Impersonation,Allowing a .NET application to run at potentially escalated levels of access to the underlying operating and file systems can be dangerous and result in various forms of attacks.,Variant,Weakness,CWE;Weakness
CWE-521,Weak Password Requirements,"The product does not require that users should have strong passwords, which makes it easier for attackers to compromise user accounts.",Base,Weakness,CWE;Weakness
CWE-522,Insufficiently Protected Credentials,"The product transmits or stores authentication credentials, but it uses an insecure method that is susceptible to unauthorized interception and/or retrieval.",Class,Weakness,CWE;Weakness
CWE-523,Unprotected Transport of Credentials,Login pages do not use adequate measures to protect the user name and password while they are in transit from the client to the server.,Base,Weakness,CWE;Weakness
CWE-524,Use of Cache Containing Sensitive Information,"The code uses a cache that contains sensitive information, but the cache can be read by an actor outside of the intended control sphere.",Base,Weakness,CWE;Weakness
CWE-525,Use of Web Browser Cache Containing Sensitive Information,The web application does not use an appropriate caching policy that specifies the extent to which each web page and associated form fields should be cached.,Variant,Weakness,CWE;Weakness
CWE-526,Exposure of Sensitive Information Through Environmental Variables,Environmental variables may contain sensitive information about a remote server.,Variant,Weakness,CWE;Weakness
CWE-527,Exposure of Version-Control Repository to an Unauthorized Control Sphere,"The product stores a CVS, git, or other repository in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors.",Variant,Weakness,CWE;Weakness
CWE-528,Exposure of Core Dump File to an Unauthorized Control Sphere,"The product generates a core dump file in a directory, archive, or other resource that is stored, transferred, or otherwise made accessible to unauthorized actors.",Variant,Weakness,CWE;Weakness
CWE-529,Exposure of Access Control List Files to an Unauthorized Control Sphere,The product stores access control list files in a directory or other container that is accessible to actors outside of the intended control sphere.,Variant,Weakness,CWE;Weakness
CWE-53,Path Equivalence: '\multiple\\internal\backslash',A software system that accepts path input in the form of multiple internal backslash ('\multiple\trailing\\slash') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-530,Exposure of Backup File to an Unauthorized Control Sphere,A backup file is stored in a directory or archive that is made accessible to unauthorized actors.,Variant,Weakness,CWE;Weakness
CWE-531,Inclusion of Sensitive Information in Test Code,"Accessible test applications can pose a variety of security risks. Since developers or administrators rarely consider that someone besides themselves would even know about the existence of these applications, it is common for them to contain sensitive information or functions.",Variant,Weakness,CWE;Weakness
CWE-532,Insertion of Sensitive Information into Log File,Information written to log files can be of a sensitive nature and give valuable guidance to an attacker or expose sensitive user information.,Base,Weakness,CWE;Weakness
CWE-533,DEPRECATED: Information Exposure Through Server Log Files,This entry has been deprecated because its abstraction was too low-level.  See CWE-532.,Variant,Weakness,CWE;Weakness
CWE-534,DEPRECATED: Information Exposure Through Debug Log Files,This entry has been deprecated because its abstraction was too low-level.  See CWE-532.,Variant,Weakness,CWE;Weakness
CWE-535,Exposure of Information Through Shell Error Message,"A command shell error message indicates that there exists an unhandled exception in the web application code. In many cases, an attacker can leverage the conditions that cause these errors in order to gain unauthorized access to the system.",Variant,Weakness,CWE;Weakness
CWE-536,Servlet Runtime Error Message Containing Sensitive Information,A servlet error message indicates that there exists an unhandled exception in your web application code and may provide useful information to an attacker.,Variant,Weakness,CWE;Weakness
CWE-537,Java Runtime Error Message Containing Sensitive Information,"In many cases, an attacker can leverage the conditions that cause unhandled exception errors in order to gain unauthorized access to the system.",Variant,Weakness,CWE;Weakness
CWE-538,Insertion of Sensitive Information into Externally-Accessible File or Directory,"The product places sensitive information into files or directories that are accessible to actors who are allowed to have access to the files, but not to the sensitive information.",Base,Weakness,CWE;Weakness
CWE-539,Use of Persistent Cookies Containing Sensitive Information,"The web application uses persistent cookies, but the cookies contain sensitive information.",Variant,Weakness,CWE;Weakness
CWE-54,Path Equivalence: 'filedir\' (Trailing Backslash),A software system that accepts path input in the form of trailing backslash ('filedir\') without appropriate validation can lead to ambiguous path resolution and allow an attacker to traverse the file system to unintended locations or access arbitrary files.,Variant,Weakness,CWE;Weakness
CWE-540,Inclusion of Sensitive Information in Source Code,Source code on a web server or repository often contains sensitive information and should generally not be accessible to users.,Base,Weakness,CWE;Weakness
CWE-541,Inclusion of Sensitive Information in an Include File,"If an include file source is accessible, the file can contain usernames and passwords, as well as sensitive information pertaining to the application and system.",Variant,Weakness,CWE;Weakness
CWE-542,DEPRECATED: Information Exposure Through Cleanup Log Files,This entry has been deprecated because its abstraction was too low-level.  See CWE-532.,Variant,Weakness,CWE;Weakness
CWE-543,Use of Singleton Pattern Without Synchronization in a Multithreaded Context,The software uses the singleton pattern when creating a resource within a multithreaded environment.,Variant,Weakness,CWE;Weakness
CWE-544,Missing Standardized Error Handling Mechanism,"The software does not use a standardized method for handling errors throughout the code, which might introduce inconsistent error handling and resultant weaknesses.",Base,Weakness,CWE;Weakness
CWE-545,DEPRECATED: Use of Dynamic Class Loading,"This weakness has been deprecated because it partially overlaps CWE-470, it describes legitimate programmer behavior, and other portions will need to be integrated into other entries.",Variant,Weakness,CWE;Weakness
